,Player,Pos,Date,TM,OPP,H/A,W/L,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
5605,Kelly Olynyk,C-F,2018-10-20,MIA,CHO,H,L,0,16,3,6,0.5,2,3,0.667,1,3,0.333,1,2,0.5,1,2,3,2,0,1,1,2,8
5606,Kelly Olynyk,C-F,2018-11-27,MIA,ATL,H,L,0,21,3,6,0.5,1,1,1.0,2,5,0.4,0,0,,0,3,3,1,1,0,1,2,8
5607,Cedi Osman,F,2018-12-03,CLE,BRK,A,W,1,28,2,6,0.333,2,4,0.5,0,2,0.0,4,4,1.0,0,7,7,1,0,1,1,2,8
5608,Cedi Osman,F,2018-10-24,CLE,BRK,H,L,1,24,4,12,0.333,4,10,0.4,0,2,0.0,0,0,,1,5,6,0,1,0,2,2,8
5609,Cedi Osman,F,2018-12-10,CLE,MIL,A,L,1,30,3,13,0.231,2,8,0.25,1,5,0.2,1,2,0.5,0,5,5,6,0,0,0,3,8
5610,Cedi Osman,F,2018-11-26,CLE,MIN,H,L,1,30,3,12,0.25,1,6,0.167,2,6,0.333,0,0,,0,6,6,2,1,0,1,4,8
5611,Kelly Oubre,F,2018-11-14,WAS,CLE,H,W,0,18,3,12,0.25,3,7,0.429,0,5,0.0,2,3,0.667,0,7,7,1,1,1,2,0,8
5612,Kelly Oubre,F,2018-10-20,WAS,TOR,H,L,0,19,3,8,0.375,2,4,0.5,1,4,0.25,1,1,1.0,1,5,6,0,0,0,2,1,8
5613,Zaza Pachulia,C,2018-12-05,DET,MIL,A,L,0,18,2,3,0.667,2,3,0.667,0,0,,4,6,0.667,2,3,5,1,0,0,0,1,8
5614,Zaza Pachulia,C,2018-12-07,DET,PHI,H,L,0,14,2,5,0.4,2,4,0.5,0,1,0.0,4,4,1.0,3,2,5,3,1,0,1,3,8
5615,Jabari Parker,F,2018-12-08,CHI,BOS,H,L,0,27,3,7,0.429,3,7,0.429,0,0,,2,2,1.0,0,3,3,3,0,0,1,2,8
5616,Tony Parker,G,2018-10-17,CHO,MIL,H,L,0,20,4,8,0.5,4,8,0.5,0,0,,0,0,,0,3,3,7,0,0,2,2,8
5617,Patrick Patterson,F,2018-10-30,OKC,LAC,H,W,0,20,3,3,1.0,1,1,1.0,2,2,1.0,0,0,,0,2,2,0,1,0,1,1,8
5618,Patrick Patterson,F,2018-11-02,OKC,WAS,A,W,0,18,2,8,0.25,0,3,0.0,2,5,0.4,2,2,1.0,3,2,5,1,0,1,0,2,8
5619,Cameron Payne,G,2018-11-05,CHI,NYK,A,W,1,41,4,11,0.364,4,7,0.571,0,4,0.0,0,1,0.0,1,2,3,2,0,1,0,1,8
5620,Cameron Payne,G,2018-11-30,CHI,DET,A,L,0,25,3,9,0.333,3,6,0.5,0,3,0.0,2,2,1.0,1,5,6,5,0,0,0,2,8
5621,Cameron Payne,G,2018-11-03,CHI,HOU,H,L,1,25,3,10,0.3,3,8,0.375,0,2,0.0,2,2,1.0,1,2,3,3,3,0,3,2,8
5622,Miles Plumlee,C-F,2018-11-07,ATL,NYK,H,L,0,11,4,5,0.8,4,5,0.8,0,0,,0,0,,4,1,5,0,0,0,0,2,8
5623,Jakob Poeltl,C,2018-12-17,SAS,PHI,H,W,0,21,3,5,0.6,3,5,0.6,0,0,,2,2,1.0,1,4,5,0,0,0,0,0,8
5624,Jakob Poeltl,C,2018-12-11,SAS,PHO,H,W,0,21,4,7,0.571,4,7,0.571,0,0,,0,0,,6,5,11,1,0,0,2,3,8
5625,Quincy Pondexter,G-F,2018-11-10,SAS,HOU,H,W,0,15,1,2,0.5,0,1,0.0,1,1,1.0,5,8,0.625,0,2,2,0,0,0,0,3,8
5626,Otto Porter,F,2018-11-09,WAS,ORL,A,L,1,23,3,7,0.429,1,3,0.333,2,4,0.5,0,0,,0,3,3,1,2,0,1,1,8
5627,Otto Porter,F,2018-11-16,WAS,BRK,H,L,1,29,3,10,0.3,3,7,0.429,0,3,0.0,2,2,1.0,0,6,6,2,1,0,2,0,8
5628,Dwight Powell,F-C,2018-12-18,DAL,DEN,A,L,0,17,3,5,0.6,2,3,0.667,1,2,0.5,1,2,0.5,0,2,2,1,0,0,1,2,8
5629,Dwight Powell,F-C,2018-12-02,DAL,LAC,H,W,0,16,3,4,0.75,3,4,0.75,0,0,,2,2,1.0,2,5,7,2,0,1,1,4,8
5630,Dwight Powell,F-C,2018-10-24,DAL,ATL,A,L,0,12,4,4,1.0,4,4,1.0,0,0,,0,0,,1,3,4,2,0,1,0,3,8
5631,Dwight Powell,F-C,2018-11-02,DAL,NYK,H,L,0,15,3,5,0.6,1,2,0.5,2,3,0.667,0,0,,0,2,2,0,1,1,0,4,8
5632,Dwight Powell,F-C,2018-12-16,DAL,SAC,H,L,0,18,3,5,0.6,3,4,0.75,0,1,0.0,2,2,1.0,2,1,3,2,1,1,0,2,8
5633,Norman Powell,G,2018-10-29,TOR,MIL,A,L,1,27,2,3,0.667,0,0,,2,3,0.667,2,2,1.0,0,3,3,3,0,0,0,2,8
5634,Norman Powell,G,2018-11-02,TOR,PHO,A,W,0,14,3,6,0.5,1,2,0.5,2,4,0.5,0,1,0.0,0,2,2,1,0,0,0,1,8
5635,Alex Poythress,F,2018-10-19,ATL,MEM,A,L,0,21,3,4,0.75,2,3,0.667,1,1,1.0,1,4,0.25,4,3,7,2,1,1,0,6,8
5636,Alex Poythress,F,2018-11-06,ATL,CHO,A,L,0,17,3,5,0.6,2,4,0.5,1,1,1.0,1,2,0.5,2,3,5,0,0,2,1,0,8
5637,Ivan Rabb,F,2018-10-30,MEM,WAS,H,W,0,12,3,3,1.0,3,3,1.0,0,0,,2,3,0.667,1,1,2,0,1,1,3,2,8
5638,Ivan Rabb,F,2018-12-19,MEM,POR,A,L,0,10,3,3,1.0,3,3,1.0,0,0,,2,2,1.0,5,2,7,1,0,0,0,0,8
5639,Chasson Randle,G,2018-12-19,WAS,HOU,A,L,0,8,2,3,0.667,0,1,0.0,2,2,1.0,2,2,1.0,0,0,0,0,0,0,1,3,8
5640,Julius Randle,F-C,2018-11-30,NOP,MIA,A,L,0,26,2,6,0.333,2,5,0.4,0,1,0.0,4,6,0.667,2,8,10,2,0,1,4,2,8
5641,Josh Richardson,G,2018-12-07,MIA,PHO,A,W,1,39,3,10,0.3,1,5,0.2,2,5,0.4,0,0,,0,3,3,5,1,1,0,1,8
5642,Austin Rivers,G,2018-11-18,WAS,POR,H,L,0,29,3,8,0.375,1,3,0.333,2,5,0.4,0,0,,0,3,3,1,0,1,1,3,8
5643,Austin Rivers,G,2018-11-06,WAS,DAL,A,L,0,19,3,7,0.429,1,3,0.333,2,4,0.5,0,0,,0,1,1,1,0,0,1,2,8
5644,Devin Robinson,F,2018-11-30,WAS,PHI,A,L,0,15,3,6,0.5,3,6,0.5,0,0,,2,2,1.0,2,4,6,0,1,1,0,2,8
5645,Mitchell Robinson,C,2018-11-21,NYK,BOS,A,W,0,16,4,4,1.0,4,4,1.0,0,0,,0,0,,1,3,4,0,0,6,0,4,8
5646,Rajon Rondo,G,2018-12-21,LAL,NOP,H,W,0,22,3,10,0.3,3,6,0.5,0,4,0.0,2,3,0.667,0,4,4,9,0,0,2,1,8
5647,Derrick Rose,G,2018-10-17,MIN,SAS,A,L,0,31,3,12,0.25,3,10,0.3,0,2,0.0,2,2,1.0,3,1,4,2,0,0,1,2,8
5648,Terrence Ross,F-G,2018-12-13,ORL,CHI,H,W,0,29,2,9,0.222,1,4,0.25,1,5,0.2,3,4,0.75,0,1,1,0,0,1,1,1,8
5649,Terry Rozier,G,2018-10-19,BOS,TOR,A,L,0,23,2,7,0.286,0,4,0.0,2,3,0.667,2,2,1.0,2,3,5,3,1,0,0,4,8
5650,Terry Rozier,G,2018-11-19,BOS,CHO,A,L,0,19,3,6,0.5,1,2,0.5,2,4,0.5,0,0,,1,3,4,4,2,0,1,4,8
5651,Ricky Rubio,G,2018-11-05,UTA,TOR,H,L,1,28,1,10,0.1,1,6,0.167,0,4,0.0,6,6,1.0,0,3,3,9,1,0,1,4,8
5652,D'Angelo Russell,G,2018-12-14,BRK,WAS,H,W,1,29,3,12,0.25,2,7,0.286,1,5,0.2,1,1,1.0,0,3,3,9,0,0,5,3,8
5653,D'Angelo Russell,G,2018-12-01,BRK,WAS,A,L,1,25,3,8,0.375,2,3,0.667,1,5,0.2,1,2,0.5,0,2,2,7,1,0,2,2,8
5654,D'Angelo Russell,G,2018-10-17,BRK,DET,A,L,1,25,3,9,0.333,2,5,0.4,1,4,0.25,1,2,0.5,0,2,2,5,1,0,2,1,8
5655,Domantas Sabonis,F-C,2018-10-22,IND,MIN,A,L,0,17,3,8,0.375,3,8,0.375,0,0,,2,3,0.667,4,3,7,1,0,1,1,2,8
5656,Dario Saric,F,2018-12-08,MIN,POR,A,L,0,23,3,3,1.0,1,1,1.0,2,2,1.0,0,0,,0,5,5,3,1,0,0,2,8
5657,Dario Saric,F,2018-10-30,PHI,TOR,A,L,1,32,3,9,0.333,2,4,0.5,1,5,0.2,1,2,0.5,2,3,5,2,0,0,3,2,8
5658,Dario Saric,F,2018-12-05,MIN,CHO,H,W,0,21,3,8,0.375,1,5,0.2,2,3,0.667,0,0,,2,5,7,1,0,0,0,1,8
5659,Tomas Satoransky,G,2018-11-14,WAS,CLE,H,W,0,17,4,6,0.667,4,5,0.8,0,1,0.0,0,0,,1,0,1,4,3,0,1,2,8
5660,Tomas Satoransky,G,2018-11-30,WAS,PHI,A,L,0,23,4,7,0.571,4,7,0.571,0,0,,0,0,,0,0,0,7,2,0,2,2,8
5661,Tomas Satoransky,G,2018-10-24,WAS,GSW,A,L,0,21,0,3,0.0,0,1,0.0,0,2,0.0,8,8,1.0,0,2,2,4,0,0,1,1,8
5662,Dennis Schroder,G,2018-10-19,OKC,LAC,A,L,1,30,2,15,0.133,2,12,0.167,0,3,0.0,4,4,1.0,0,2,2,8,0,0,3,4,8
5663,Dennis Schroder,G,2018-12-15,OKC,LAC,H,W,0,24,4,14,0.286,4,11,0.364,0,3,0.0,0,0,,0,3,3,3,1,0,2,1,8
5664,Mike Scott,F,2018-11-05,LAC,MIN,H,W,0,17,3,4,0.75,1,1,1.0,2,3,0.667,0,0,,0,4,4,2,0,0,0,3,8
5665,Landry Shamet,G,2018-10-30,PHI,TOR,A,L,0,16,3,8,0.375,1,2,0.5,2,6,0.333,0,0,,0,0,0,0,0,0,0,2,8
5666,Iman Shumpert,G,2018-12-12,SAC,MIN,H,W,1,31,3,8,0.375,1,2,0.5,2,6,0.333,0,0,,0,4,4,2,0,0,0,1,8
5667,Iman Shumpert,G,2018-11-01,SAC,ATL,A,W,1,24,3,8,0.375,1,1,1.0,2,7,0.286,0,0,,0,4,4,3,1,1,0,3,8
5668,Iman Shumpert,G,2018-10-29,SAC,MIA,A,W,1,27,3,7,0.429,1,3,0.333,2,4,0.5,0,0,,0,1,1,1,0,0,0,2,8
5669,Iman Shumpert,G,2018-12-01,SAC,IND,H,W,1,28,3,6,0.5,1,4,0.25,2,2,1.0,0,0,,1,2,3,2,2,0,1,4,8
5670,Ben Simmons,G-F,2018-12-05,PHI,TOR,A,L,1,34,4,6,0.667,4,6,0.667,0,0,,0,0,,2,8,10,11,1,0,7,4,8
5671,Jonathon Simmons,G-F,2018-12-13,ORL,CHI,H,W,0,21,3,5,0.6,2,3,0.667,1,2,0.5,1,2,0.5,1,3,4,2,0,0,3,1,8
5672,Jonathon Simmons,G-F,2018-12-19,ORL,SAS,H,L,0,16,4,6,0.667,4,5,0.8,0,1,0.0,0,0,,0,1,1,0,0,0,1,0,8
5673,Jonathon Simmons,G-F,2018-12-15,ORL,UTA,H,W,0,21,3,6,0.5,3,5,0.6,0,1,0.0,2,2,1.0,0,3,3,0,1,1,3,2,8
5674,Marcus Smart,G,2018-12-21,BOS,MIL,H,L,1,29,2,8,0.25,2,6,0.333,0,2,0.0,4,4,1.0,1,2,3,4,2,0,0,2,8
5675,Marcus Smart,G,2018-11-14,BOS,CHI,H,W,0,18,3,6,0.5,1,2,0.5,2,4,0.5,0,0,,0,1,1,2,1,0,2,3,8
5676,Marcus Smart,G,2018-10-20,BOS,NYK,A,W,0,28,2,5,0.4,2,3,0.667,0,2,0.0,4,6,0.667,2,2,4,5,2,0,3,4,8
5677,Marcus Smart,G,2018-11-26,BOS,NOP,A,W,1,40,3,8,0.375,1,3,0.333,2,5,0.4,0,0,,1,1,2,5,1,1,1,4,8
5678,Ish Smith,G,2018-11-03,DET,PHI,A,L,0,29,3,10,0.3,2,4,0.5,1,6,0.167,1,2,0.5,0,2,2,2,2,1,3,3,8
5679,Ish Smith,G,2018-10-27,DET,BOS,H,L,0,26,4,9,0.444,4,7,0.571,0,2,0.0,0,0,,0,4,4,2,0,0,0,3,8
5680,Ish Smith,G,2018-11-14,DET,TOR,A,W,0,21,4,8,0.5,4,7,0.571,0,1,0.0,0,0,,0,2,2,5,0,1,0,2,8
5681,Ish Smith,G,2018-11-07,DET,ORL,A,W,0,24,4,11,0.364,4,7,0.571,0,4,0.0,0,0,,0,3,3,4,3,0,2,2,8
5682,Tony Snell,G-F,2018-11-06,MIL,POR,A,L,0,17,2,4,0.5,0,2,0.0,2,2,1.0,2,2,1.0,1,2,3,1,1,0,0,0,8
5683,Tony Snell,G-F,2018-10-24,MIL,PHI,H,W,0,17,3,5,0.6,1,1,1.0,2,4,0.5,0,0,,0,1,1,0,0,0,0,0,8
5684,Nik Stauskas,G,2018-11-16,POR,MIN,A,L,0,15,4,5,0.8,4,4,1.0,0,1,0.0,0,0,,0,2,2,1,0,0,2,1,8
5685,Nik Stauskas,G,2018-12-19,POR,MEM,H,W,0,15,3,5,0.6,3,3,1.0,0,2,0.0,2,2,1.0,0,2,2,0,1,0,1,0,8
5686,Nik Stauskas,G,2018-11-08,POR,LAC,H,W,0,18,3,8,0.375,2,3,0.667,1,5,0.2,1,2,0.5,0,3,3,2,0,1,1,3,8
5687,Lance Stephenson,G-F,2018-10-22,LAL,SAS,H,L,0,17,3,6,0.5,2,3,0.667,1,3,0.333,1,1,1.0,0,1,1,4,0,0,2,3,8
5688,Lance Stephenson,G-F,2018-12-18,LAL,BRK,A,L,0,12,3,7,0.429,1,3,0.333,2,4,0.5,0,0,,0,3,3,0,0,0,1,2,8
5689,Lance Stephenson,G-F,2018-11-10,LAL,SAC,A,W,0,14,3,3,1.0,1,1,1.0,2,2,1.0,0,0,,0,5,5,2,1,0,2,2,8
5690,Garrett Temple,G,2018-12-15,MEM,HOU,H,L,1,28,4,8,0.5,4,4,1.0,0,4,0.0,0,0,,0,2,2,0,1,1,1,2,8
5691,Garrett Temple,G,2018-11-18,MEM,MIN,A,W,1,33,3,9,0.333,2,7,0.286,1,2,0.5,1,2,0.5,1,7,8,1,2,0,1,4,8
5692,Garrett Temple,G,2018-11-04,MEM,PHO,A,L,1,36,3,5,0.6,3,3,1.0,0,2,0.0,2,3,0.667,0,5,5,3,0,0,1,4,8
5693,Garrett Temple,G,2018-12-07,MEM,NOP,A,W,1,33,3,9,0.333,1,3,0.333,2,6,0.333,0,0,,2,2,4,3,1,0,2,4,8
5694,Milos Teodosic,G,2018-12-10,LAC,PHO,A,W,0,12,3,6,0.5,2,3,0.667,1,3,0.333,1,2,0.5,0,1,1,3,0,0,3,2,8
5695,Milos Teodosic,G,2018-10-26,LAC,HOU,A,W,0,17,3,4,0.75,1,1,1.0,2,3,0.667,0,0,,1,6,7,5,0,0,2,2,8
5696,Daniel Theis,C,2018-12-12,BOS,WAS,A,W,0,14,3,4,0.75,3,4,0.75,0,0,,2,2,1.0,3,3,6,1,0,0,2,6,8
5697,Daniel Theis,C,2018-12-15,BOS,DET,A,L,0,18,3,5,0.6,1,2,0.5,2,3,0.667,0,0,,1,3,4,1,0,0,1,4,8
5698,Tristan Thompson,F-C,2018-11-03,CLE,CHO,A,L,1,27,4,9,0.444,4,9,0.444,0,0,,0,0,,2,5,7,1,2,0,2,1,8
5699,Karl-Anthony Towns,C-F,2018-10-17,MIN,SAS,A,L,1,22,2,6,0.333,1,4,0.25,1,2,0.5,3,3,1.0,2,7,9,3,0,0,3,6,8
5700,Gary Trent,G,2018-11-16,POR,MIN,A,L,0,6,3,5,0.6,1,3,0.333,2,2,1.0,0,0,,0,1,1,0,0,0,0,0,8
5701,Allonzo Trier,G,2018-10-19,NYK,BRK,A,L,0,16,2,8,0.25,2,7,0.286,0,1,0.0,4,4,1.0,1,2,3,0,1,0,1,0,8
5702,Allonzo Trier,G,2018-11-28,NYK,PHI,A,L,0,22,3,11,0.273,3,10,0.3,0,1,0.0,2,2,1.0,0,3,3,1,0,0,3,2,8
5703,Allonzo Trier,G,2018-11-21,NYK,BOS,A,W,0,15,3,4,0.75,2,2,1.0,1,2,0.5,1,2,0.5,0,1,1,3,0,0,2,2,8
5704,P.J. Tucker,F,2018-10-30,HOU,POR,H,L,1,34,3,6,0.5,1,1,1.0,2,5,0.4,0,0,,3,5,8,1,2,1,2,2,8
5705,Evan Turner,G,2018-11-18,POR,WAS,A,W,0,31,3,8,0.375,3,8,0.375,0,0,,2,2,1.0,0,8,8,6,0,0,3,3,8
5706,Evan Turner,G,2018-12-06,POR,PHO,H,W,0,19,3,8,0.375,3,7,0.429,0,1,0.0,2,2,1.0,1,3,4,3,1,0,1,0,8
5707,Evan Turner,G,2018-10-27,POR,MIA,A,L,0,25,3,10,0.3,3,8,0.375,0,2,0.0,2,2,1.0,0,4,4,3,2,2,2,4,8
5708,Evan Turner,G,2018-10-20,POR,SAS,H,W,0,25,4,8,0.5,4,8,0.5,0,0,,0,0,,0,4,4,5,1,0,2,1,8
5709,Evan Turner,G,2018-11-04,POR,MIN,H,W,0,22,3,7,0.429,3,5,0.6,0,2,0.0,2,4,0.5,0,5,5,2,0,0,2,3,8
5710,Evan Turner,G,2018-10-25,POR,ORL,A,W,0,28,4,5,0.8,4,5,0.8,0,0,,0,0,,0,0,0,7,1,1,2,2,8
5711,Myles Turner,C-F,2018-10-17,IND,MEM,H,W,1,20,4,8,0.5,4,8,0.5,0,0,,0,0,,3,5,8,1,0,4,1,3,8
5712,Myles Turner,C-F,2018-10-31,IND,NYK,A,W,1,29,4,10,0.4,4,10,0.4,0,0,,0,0,,1,2,3,4,0,2,1,3,8
5713,Myles Turner,C-F,2018-11-09,IND,MIA,A,W,1,24,4,9,0.444,4,7,0.571,0,2,0.0,0,0,,0,6,6,0,0,2,3,5,8
5714,Myles Turner,C-F,2018-12-14,IND,PHI,A,W,1,17,3,6,0.5,1,4,0.25,2,2,1.0,0,0,,0,5,5,0,0,1,0,5,8
5715,Jonas Valanciunas,C,2018-11-20,TOR,ORL,A,W,0,21,4,8,0.5,4,6,0.667,0,2,0.0,0,0,,0,6,6,0,2,0,3,4,8
5716,Jonas Valanciunas,C,2018-11-23,TOR,WAS,H,W,1,18,3,7,0.429,3,7,0.429,0,0,,2,2,1.0,4,3,7,3,0,0,3,2,8
5717,Jonas Valanciunas,C,2018-11-17,TOR,CHI,A,W,0,14,4,6,0.667,4,5,0.8,0,1,0.0,0,0,,1,8,9,1,0,0,1,2,8
5718,Jonas Valanciunas,C,2018-12-03,TOR,DEN,H,L,0,18,3,6,0.5,3,6,0.5,0,0,,2,2,1.0,1,9,10,0,0,1,1,5,8
5719,Fred VanVleet,G,2018-11-02,TOR,PHO,A,W,0,20,3,7,0.429,1,3,0.333,2,4,0.5,0,0,,0,3,3,6,2,1,2,2,8
5720,Fred VanVleet,G,2018-12-07,TOR,BRK,A,L,0,27,2,7,0.286,0,1,0.0,2,6,0.333,2,2,1.0,0,1,1,3,1,0,0,0,8
5721,Fred VanVleet,G,2018-10-22,TOR,CHO,H,W,0,19,4,9,0.444,4,7,0.571,0,2,0.0,0,0,,0,0,0,4,1,0,1,2,8
5722,Fred VanVleet,G,2018-11-07,TOR,SAC,A,W,0,21,3,9,0.333,1,3,0.333,2,6,0.333,0,0,,0,1,1,2,2,0,0,3,8
5723,Noah Vonleh,F,2018-10-29,NYK,BRK,H,W,1,29,3,6,0.5,3,5,0.6,0,1,0.0,2,2,1.0,3,7,10,2,1,1,1,4,8
5724,Nikola Vucevic,C,2018-12-10,ORL,DAL,A,L,1,26,4,15,0.267,4,14,0.286,0,1,0.0,0,0,,2,14,16,4,2,1,3,1,8
5725,Dwyane Wade,G,2018-10-29,MIA,SAC,H,L,0,27,2,10,0.2,0,5,0.0,2,5,0.4,2,2,1.0,1,2,3,3,0,0,2,2,8
5726,John Wall,G,2018-11-14,WAS,CLE,H,W,1,21,3,10,0.3,2,8,0.25,1,2,0.5,1,1,1.0,2,3,5,9,2,1,3,4,8
5727,Tyrone Wallace,G,2018-12-17,LAC,POR,H,L,0,18,4,6,0.667,4,6,0.667,0,0,,0,0,,1,3,4,2,1,0,1,2,8
5728,Tyrone Wallace,G,2018-12-03,LAC,NOP,A,W,0,11,4,6,0.667,4,6,0.667,0,0,,0,2,0.0,1,2,3,1,0,0,0,1,8
5729,Derrick White,G,2018-11-26,SAS,CHI,A,W,0,24,3,8,0.375,1,4,0.25,2,4,0.5,0,0,,0,6,6,1,2,0,1,2,8
5730,Derrick White,G,2018-12-17,SAS,PHI,H,W,0,17,4,9,0.444,4,8,0.5,0,1,0.0,0,0,,0,3,3,4,0,3,2,1,8
5731,Hassan Whiteside,C,2018-11-03,MIA,ATL,A,L,1,16,3,7,0.429,2,5,0.4,1,2,0.5,1,2,0.5,2,6,8,1,0,1,0,1,8
5732,Johnathan Williams,F,2018-10-22,LAL,SAS,H,L,0,14,4,5,0.8,4,5,0.8,0,0,,0,1,0.0,2,2,4,1,0,3,0,4,8
5733,Marvin Williams,F,2018-10-19,CHO,ORL,A,W,1,20,3,7,0.429,1,1,1.0,2,6,0.333,0,0,,1,3,4,0,0,0,1,0,8
5734,Marvin Williams,F,2018-11-13,CHO,CLE,A,L,1,30,3,8,0.375,1,1,1.0,2,7,0.286,0,0,,0,2,2,2,3,1,0,1,8
5735,Robert Williams,F,2018-12-19,BOS,PHO,H,L,0,24,4,4,1.0,4,4,1.0,0,0,,0,2,0.0,5,3,8,1,1,5,1,2,8
5736,Troy Williams,F,2018-11-09,SAC,MIN,H,W,0,20,3,10,0.3,3,7,0.429,0,3,0.0,2,3,0.667,1,2,3,1,0,0,0,3,8
5737,Troy Williams,F,2018-11-25,SAC,UTA,H,L,0,5,3,4,0.75,1,2,0.5,2,2,1.0,0,0,,0,0,0,0,1,1,0,0,8
5738,Troy Williams,F,2018-11-16,SAC,MEM,A,L,0,19,3,8,0.375,1,2,0.5,2,6,0.333,0,0,,1,7,8,0,0,1,1,0,8
5739,Justise Winslow,F,2018-11-10,MIA,WAS,H,L,1,32,4,12,0.333,4,7,0.571,0,5,0.0,0,0,,2,0,2,6,0,0,1,2,8
5740,Delon Wright,G,2018-12-21,TOR,CLE,H,W,1,33,3,9,0.333,3,6,0.5,0,3,0.0,2,2,1.0,1,3,4,3,1,1,0,3,8
5741,Delon Wright,G,2018-11-29,TOR,GSW,H,W,0,12,2,3,0.667,0,1,0.0,2,2,1.0,2,2,1.0,0,0,0,2,0,0,0,2,8
5742,Thaddeus Young,F,2018-11-02,IND,CHI,A,W,1,31,4,10,0.4,4,9,0.444,0,1,0.0,0,0,,4,5,9,1,1,1,1,2,8
5743,Thaddeus Young,F,2018-11-05,IND,HOU,H,L,1,30,4,7,0.571,4,7,0.571,0,0,,0,0,,2,9,11,1,0,0,2,1,8
5744,Cody Zeller,C-F,2018-12-07,CHO,DEN,H,W,1,32,2,7,0.286,2,7,0.286,0,0,,4,4,1.0,0,4,4,1,2,1,1,5,8
5745,Cody Zeller,C-F,2018-10-19,CHO,ORL,A,W,1,23,3,8,0.375,3,8,0.375,0,0,,2,2,1.0,3,5,8,2,1,0,0,2,8
5746,Cody Zeller,C-F,2018-11-26,CHO,MIL,H,W,1,19,4,5,0.8,4,5,0.8,0,0,,0,2,0.0,1,6,7,1,0,0,2,3,8
5747,Cody Zeller,C-F,2018-12-15,CHO,LAL,H,L,1,20,3,7,0.429,3,7,0.429,0,0,,2,2,1.0,3,4,7,3,0,3,1,1,8
5748,Alex Abrines,G-F,2018-11-05,OKC,NOP,H,W,0,30,2,4,0.5,1,2,0.5,1,2,0.5,2,2,1.0,0,4,4,3,0,0,1,1,7
5749,Bam Adebayo,C-F,2018-10-27,MIA,POR,H,W,0,14,3,6,0.5,3,6,0.5,0,0,,1,1,1.0,4,2,6,0,0,0,2,2,7
5750,LaMarcus Aldridge,F-C,2018-11-19,SAS,NOP,A,L,1,30,2,11,0.182,2,11,0.182,0,0,,3,4,0.75,2,8,10,2,0,0,1,3,7
5751,Grayson Allen,G,2018-10-22,UTA,MEM,H,L,0,11,2,2,1.0,1,1,1.0,1,1,1.0,2,2,1.0,0,0,0,0,0,0,0,2,7
5752,Jarrett Allen,F-C,2018-10-26,BRK,NOP,A,L,1,28,3,6,0.5,3,6,0.5,0,0,,1,2,0.5,5,4,9,4,2,2,2,2,7
5753,Jarrett Allen,F-C,2018-10-29,BRK,NYK,A,L,1,20,2,6,0.333,2,5,0.4,0,1,0.0,3,4,0.75,2,4,6,3,0,2,0,2,7
5754,Justin Anderson,G,2018-11-30,ATL,OKC,A,L,0,11,2,6,0.333,1,3,0.333,1,3,0.333,2,2,1.0,0,0,0,2,1,0,1,2,7
5755,Kyle Anderson,F-G,2018-11-12,MEM,UTA,H,L,1,38,3,11,0.273,3,10,0.3,0,1,0.0,1,2,0.5,2,11,13,5,1,0,1,4,7
5756,Kyle Anderson,F-G,2018-12-05,MEM,LAC,H,W,1,28,3,5,0.6,3,4,0.75,0,1,0.0,1,2,0.5,2,5,7,6,1,1,2,4,7
5757,Ryan Anderson,F,2018-10-27,PHO,MEM,A,L,1,22,2,6,0.333,1,3,0.333,1,3,0.333,2,2,1.0,0,2,2,3,1,0,1,2,7
5758,Carmelo Anthony,F,2018-10-20,HOU,LAL,A,W,0,29,3,10,0.3,2,3,0.667,1,7,0.143,0,0,,1,9,10,1,1,0,2,3,7
5759,OG Anunoby,F,2018-11-14,TOR,DET,H,L,0,24,3,12,0.25,2,6,0.333,1,6,0.167,0,2,0.0,2,1,3,2,2,1,0,3,7
5760,OG Anunoby,F,2018-12-16,TOR,DEN,A,L,0,26,2,10,0.2,0,2,0.0,2,8,0.25,1,4,0.25,2,3,5,1,1,2,1,2,7
5761,OG Anunoby,F,2018-11-04,TOR,LAL,A,W,1,24,3,9,0.333,2,4,0.5,1,5,0.2,0,0,,0,1,1,2,0,0,0,2,7
5762,Ryan Arcidiacono,G,2018-12-01,CHI,HOU,A,L,1,27,2,6,0.333,1,1,1.0,1,5,0.2,2,2,1.0,0,1,1,2,0,0,1,3,7
5763,D.J. Augustin,G,2018-11-05,ORL,CLE,H,W,1,27,1,2,0.5,0,0,,1,2,0.5,4,4,1.0,0,1,1,4,2,0,2,1,7
5764,Deandre Ayton,C,2018-12-13,PHO,DAL,H,W,1,26,3,13,0.231,3,13,0.231,0,0,,1,2,0.5,1,4,5,1,2,1,4,4,7
5765,Dwayne Bacon,G,2018-10-26,CHO,CHI,H,W,0,12,2,3,0.667,1,1,1.0,1,2,0.5,2,2,1.0,0,2,2,1,1,0,0,0,7
5766,Dwayne Bacon,G,2018-10-19,CHO,ORL,A,W,0,8,2,5,0.4,1,3,0.333,1,2,0.5,2,2,1.0,0,0,0,1,0,0,0,2,7
5767,Marvin Bagley,F,2018-10-29,SAC,MIA,A,W,0,17,3,7,0.429,2,6,0.333,1,1,1.0,0,0,,2,3,5,1,0,2,2,2,7
