,02-11-2018:teams_700.csv,03-11-2018:teams_700.csv,04-11-2018:teams_600.csv,05-11-2018:teams_700.csv,07-11-2018:teams_700.csv,09-11-2018:teams_700.csv,10-11-2018:teams_700.csv,21-11-2018:teams_700.csv,23-11-2018:teams_700.csv,26-11-2018:teams_700.csv,28-11-2018:teams_700.csv,21-12-2018:teams_700.csv,03-12-2018:teams_700.csv,05-12-2018:teams_700.csv,07-12-2018:teams_700.csv,08-12-2018:teams_700.csv,01-11-2018:teams_700.csv,06-11-2018:teams_700.csv,08-11-2018:teams_800.csv,21-11-2018:teams_800.csv,23-11-2018:teams_800.csv,24-11-2018:teams_730.csv,25-11-2018:teams_600.csv,27-11-2018:teams_700.csv,28-11-2018:teams_800.csv,01-12-2018:teams_700.csv,03-12-2018:teams_730.csv,04-12-2018:teams_700.csv,05-12-2018:teams_800.csv,09-12-2018:teams_600.csv
10,260.25,261.75,202.75,286.75,243.5,276.75,253.75,270.5,216.0,301.0,235.0,294.5,276.25,311.75,258.0,267.25,260.75,248.0,290.0,234.0,246.75,293.25,285.5,233.5,220.25,225.75,299.5,195.25,314.25,222.75
11,295.5,298.0,173.25,240.0,268.25,269.25,283.75,304.0,237.25,281.75,222.25,270.0,272.0,344.5,287.5,295.25,288.25,232.5,309.25,246.5,252.0,300.5,254.75,257.5,240.5,238.25,286.0,183.0,264.5,234.25
12,290.5,294.25,159.25,305.0,265.0,262.75,263.75,264.25,259.25,307.5,245.0,282.0,264.75,334.75,250.75,259.5,294.5,222.5,316.5,260.25,258.25,292.25,257.5,239.25,259.75,226.5,254.5,195.75,297.25,238.5
13,248.25,307.5,204.75,251.0,260.75,265.25,252.75,257.75,221.75,285.5,241.5,296.0,267.75,292.75,242.75,258.75,318.25,257.25,298.5,281.25,263.0,314.0,283.5,230.75,272.75,237.75,277.5,215.0,275.0,238.25
14,307.75,309.5,181.75,287.5,247.5,275.5,262.75,283.0,244.0,298.25,236.0,301.0,260.5,335.75,244.0,246.0,254.75,233.25,283.75,247.75,260.25,297.75,296.0,240.5,211.25,236.25,247.75,218.25,294.5,239.0
15,287.0,317.0,210.5,246.75,239.0,241.25,242.75,262.75,251.75,277.5,238.5,260.5,282.75,337.0,249.75,264.0,269.25,248.0,302.5,251.25,243.75,293.75,262.25,244.0,224.25,226.25,317.25,201.25,293.25,231.25
16,300.25,304.0,188.0,262.0,220.5,295.75,269.25,273.75,234.5,295.5,226.25,275.5,275.5,333.0,270.75,278.25,282.0,229.0,310.25,240.5,259.25,280.25,284.25,264.0,251.5,227.0,251.25,240.75,309.0,230.5
17,288.5,304.75,195.75,262.25,226.75,255.75,252.75,265.25,267.5,294.0,229.5,279.25,291.5,323.5,287.25,248.5,266.75,258.75,337.25,249.5,245.0,276.25,326.25,262.25,246.25,226.75,261.5,242.0,310.25,248.0
18,286.5,266.0,162.25,311.25,250.75,270.5,253.75,262.75,258.5,298.75,268.0,283.5,274.5,326.0,230.5,269.5,327.25,235.0,292.75,236.0,269.25,314.75,303.75,258.25,226.0,218.25,244.0,224.5,300.0,258.75
19,292.75,258.5,186.75,266.75,245.0,290.5,274.5,270.75,254.0,301.0,216.75,282.0,288.5,330.5,254.5,250.5,323.5,215.5,301.5,260.25,231.0,287.25,267.5,254.5,232.0,219.0,254.75,245.25,323.5,212.25
