,02-11-2018:teams_700.csv,03-11-2018:teams_700.csv,04-11-2018:teams_600.csv,05-11-2018:teams_700.csv,07-11-2018:teams_700.csv,09-11-2018:teams_700.csv,10-11-2018:teams_700.csv,21-11-2018:teams_700.csv,23-11-2018:teams_700.csv,26-11-2018:teams_700.csv,28-11-2018:teams_700.csv,21-12-2018:teams_700.csv,03-12-2018:teams_700.csv,05-12-2018:teams_700.csv,07-12-2018:teams_700.csv,08-12-2018:teams_700.csv,01-11-2018:teams_700.csv,06-11-2018:teams_700.csv,08-11-2018:teams_800.csv,21-11-2018:teams_800.csv,23-11-2018:teams_800.csv,24-11-2018:teams_730.csv,25-11-2018:teams_600.csv,27-11-2018:teams_700.csv,28-11-2018:teams_800.csv,01-12-2018:teams_700.csv,03-12-2018:teams_730.csv,04-12-2018:teams_700.csv,05-12-2018:teams_800.csv,09-12-2018:teams_600.csv
54,253.25,310.75,244.0,253.5,265.0,259.25,234.75,276.75,285.75,286.75,297.5,234.0,251.75,240.0,262.0,258.75,321.5,245.5,338.75,245.25,278.25,292.25,306.5,208.5,249.75,278.0,279.0,230.5,212.5,271.5
55,264.25,317.5,249.5,230.0,276.5,257.25,229.25,279.75,255.75,321.75,276.75,254.0,251.75,262.0,302.0,253.0,307.0,227.75,306.25,240.5,299.0,257.75,257.0,191.75,288.0,270.5,245.5,226.5,196.0,243.0
56,249.75,257.75,250.0,257.25,265.5,281.75,250.5,288.25,267.25,289.0,277.5,262.5,257.25,237.75,299.5,292.5,306.0,264.0,292.75,226.0,247.75,326.0,318.25,229.25,249.5,252.0,259.75,232.25,207.5,249.25
57,232.75,295.0,267.75,245.25,250.0,230.75,232.25,275.0,277.5,286.75,253.5,268.25,253.25,237.0,313.5,280.75,318.75,283.5,285.25,235.0,256.5,255.0,275.0,264.0,273.0,311.75,224.75,213.0,195.75,259.5
58,230.0,271.0,226.75,246.75,260.0,249.5,231.25,262.0,261.75,274.75,258.0,244.5,262.0,291.25,307.0,265.5,344.5,233.25,320.0,246.5,250.25,283.75,236.25,245.0,294.5,259.25,276.25,245.0,184.5,239.0
59,235.5,285.0,230.25,266.5,212.75,296.75,228.5,286.75,277.5,332.5,281.25,268.5,244.0,280.75,270.0,281.75,296.0,253.0,314.0,211.0,246.25,285.75,278.25,226.75,310.0,252.0,224.0,245.25,185.5,259.25
60,268.0,256.75,251.75,246.75,227.0,263.25,273.0,289.75,235.25,282.75,282.0,258.0,243.75,224.25,300.0,293.5,318.0,289.0,311.75,264.25,253.75,259.75,317.0,247.0,256.25,284.25,279.25,225.25,191.5,223.75
61,263.75,291.75,249.5,256.0,233.25,266.0,264.25,281.5,242.0,286.25,274.0,269.0,266.75,273.0,286.5,315.75,319.0,259.25,312.5,235.25,260.0,274.0,301.5,217.0,220.5,263.75,222.75,225.0,164.5,262.25
62,261.25,254.75,215.25,259.25,214.25,246.0,266.25,279.75,280.5,295.5,278.5,243.5,243.25,294.75,257.0,258.5,340.25,247.0,321.25,252.0,258.25,306.5,263.0,226.75,233.0,275.75,293.5,243.0,204.75,237.75
63,240.75,274.25,244.0,286.0,268.5,275.5,248.5,280.5,236.5,295.25,289.0,256.0,227.75,215.0,283.5,333.75,339.5,249.5,310.75,239.75,270.25,270.75,296.25,226.25,286.25,260.5,294.75,254.5,264.25,229.5
